Product,Total_Revenue,Total_Quantity,Total_Invoices,Avg_UnitPrice
BLACK CHERRY LIGHTS,54.0,8,1,6.75
BLACK CHRISTMAS FLOCK DROPLET ,30.0,24,1,1.25
BLACK CHRISTMAS TREE 120CM,551.13,217,27,3.4596296296296294
BLACK CHRISTMAS TREE 60CM,460.64,558,25,1.9308
BLACK CHUNKY BEAD BRACELET W STRAP,199.67,22,18,9.10388888888889
BLACK CRYSTAL DROP EARRINGS,35.27,12,7,2.9314285714285715
BLACK DIAMANTE EXPANDABLE RING,110.09,26,10,4.2090000000000005
BLACK DIAMOND CLUSTER EARRINGS,8.82,3,3,2.94
BLACK DIAMOND CLUSTER NECKLACE,37.239999999999995,4,3,9.43
BLACK DINER WALL CLOCK,625.6899999999999,66,44,9.790227272727272
BLACK DROP CRYSTAL NECKLACE,45.35000000000001,13,3,5.283333333333333
BLACK DROP EARRINGS W LONG BEADS,29.05,10,10,2.9050000000000002
BLACK EAR MUFF HEADPHONES,312.7,47,28,7.693793103448276
BLACK ENAMEL FLOWER RING,252.9,86,23,2.9347826086956523
BLACK ENCHANTED FOREST PLACEMAT,1266.91,698,71,2.313521126760563
BLACK FEATHER CHRISTMAS DECORATION,18.240000000000002,96,7,0.19
BLACK FINE BEAD NECKLACE W TASSEL,35.44,6,6,5.906666666666666
BLACK FLOWER CANDLE PLATE,5.949999999999999,7,2,0.85
BLACK GEMSTONE BRACELET,29.98,4,4,7.495
BLACK GEMSTONE NECKLACE 45CM,63.480000000000004,5,5,12.696000000000002
BLACK GLASS BRACELET W HEART CHARMS,174.73000000000002,35,27,4.994074074074074
BLACK GLASS/SHELL/PEARL NECKLACE,9.15,1,1,9.15
BLACK GRAND BAROQUE PHOTO FRAME,109.94,50,8,4.0275
BLACK HEART CARD HOLDER,12483.220000000001,4870,189,4.3502645502645505
BLACK KITCHEN SCALES,4401.86,517,199,9.169145728643217
BLACK LOVE BIRD CANDLE,356.06,329,62,1.4383870967741934
BLACK LOVE BIRD T-LIGHT HOLDER,332.14,186,29,2.971724137931034
BLACK MEDIUM GLASS CAKE STAND,37.11,17,8,1.9
BLACK MINI TAPE MEASURE ,625.8,623,112,1.1194642857142856
BLACK ORANGE SQUEEZER,57.96,138,21,0.42000000000000004
BLACK PHOTO ALBUM ,7.5,15,3,0.5
BLACK PIRATE TREASURE CHEST,856.39,526,143,2.382013888888889
BLACK RECORD COVER FRAME,40633.38,11651,375,4.215585106382979
BLACK SIL'T SQU CANDLE PLATE ,33.6,16,2,2.1
BLACK SILOUETTE CANDLE PLATE,116.44999999999999,137,20,0.85
BLACK SMALL GLASS CAKE STAND,54.99,61,12,1.17
BLACK SQUARE TABLE CLOCK,305.2,116,30,3.4323333333333332
BLACK STITCHED WALL CLOCK,748.36,709,42,2.3628571428571425
BLACK SWEETHEART BRACELET,392.83,93,47,4.204893617021276
BLACK TEA TOWEL CLASSIC DESIGN,747.3,825,128,1.076846153846154
"BLACK TEA,COFFEE,SUGAR JARS",783.3499999999999,453,47,1.9734042553191489
BLACK VINT ART DEC CRYSTAL BRACELET,13.5,2,2,6.75
BLACK VINT ART DEC CRYSTAL NECKLACE,76.32,9,6,8.47
BLACK VINTAGE  CRYSTAL EARRINGS,45.0,12,7,3.75
BLACK VINTAGE EARRINGS,149.41000000000003,36,31,4.1574193548387095
BLACK WINE GLASS,697.62,1666,19,0.642
BLACK+WHITE NECKLACE W TASSEL,127.24,17,9,9.182222222222222
BLACK/BLUE POLKADOT UMBRELLA,6904.040000000001,1181,292,6.776917808219179
BLACK/WHITE GLASS/SILVER BRACELET,100.08999999999999,11,7,9.184285714285712
BLACKCHRISTMAS TREE 30CM,1.25,1,1,1.25
BLING KEY RING STAND,6.25,6,3,1.0833333333333333
BLOND DOLL DOORSTOP,141.75,109,14,1.6428571428571428
BLOSSOM  IMAGES NOTEBOOK SET,682.97,512,36,1.9597222222222221
BLOSSOM IMAGES GIFT WRAP SET,739.99,786,133,1.0780451127819548
BLOSSOM IMAGES SCRAP BOOK SET,4.95,1,1,4.95
BLUE  DIAMANTE PEN IN GIFT BOX,488.13,129,54,4.301481481481481
BLUE  TILE HOOK,282.78999999999996,99,27,3.573928571428571
BLUE  VOILE LAMPSHADE,234.5,86,9,2.905555555555556
BLUE & WHITE BREAKFAST TRAY,346.3,94,38,4.016315789473684
BLUE 3 PIECE POLKADOT CUTLERY SET,4504.5,1220,108,4.162685185185185
BLUE BIRDHOUSE DECORATION,292.03,421,62,1.0741935483870966
BLUE BLOSSOM HAIR CLIP,81.96000000000001,70,12,1.755
BLUE BREAKFAST CUP AND SAUCER ,11.8,4,3,2.9500000000000006
BLUE BUNNY EASTER EGG BASKET,230.24999999999997,157,3,1.5833333333333333
BLUE CALCULATOR RULER,829.74,654,113,1.5937068965517243
BLUE CAT BISCUIT BARREL PINK HEART,148.32,66,17,2.975882352941176
BLUE CHARLIE+LOLA PERSONAL DOORSIGN,583.23,1041,111,0.8838938053097345
BLUE CHECK BAG W HANDLE 34X20CM,14.11,17,5,0.8299999999999998
BLUE CHENILLE SHAGGY CUSHION COVER ,43.15,43,12,1.0333333333333334
BLUE CIRCLES DESIGN MONKEY DOLL,175.73,66,28,2.806206896551724
BLUE CIRCLES DESIGN TEDDY,154.95,56,25,3.0359999999999996
BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,3,2.0833333333333335
BLUE COAT RACK PARIS FASHION,2261.21,467,154,5.506387096774193
BLUE CRUSOE CHECK LAMPSHADE,3.78,9,3,0.42
BLUE CRYSTAL BOOT PHONE CHARM,1.66,1,1,1.66
BLUE CUSHION COVER WITH FLOWER,381.78000000000003,58,29,6.534827586206896
BLUE DAISY MOBILE,138.76,172,12,0.7999999999999999
BLUE DELPHINIUM ARTIFICIAL FLOWER,188.37000000000003,99,6,2.23
BLUE DINER WALL CLOCK,8189.29,954,365,9.043780821917808
BLUE DISCO HANDBAG,64.81,31,11,2.346363636363636
BLUE DRAGONFLY HELICOPTER,524.5500000000001,65,45,8.051739130434783
BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2576.03,1890,195,1.675846153846154
BLUE DROP EARRINGS W BEAD CLUSTER,3.32,1,1,3.32
BLUE EASTER EGG HUNT START POST,23.86,10,6,2.6766666666666663
BLUE EGG  SPOON,322.18,1857,106,0.25075471698113205
BLUE FELT EASTER EGG BASKET,610.4499999999999,365,71,1.73986301369863
BLUE FELT HANGING HEART W FLOWER,26.11,16,2,1.645
BLUE FELT HANGING HEART WITH FLOWER,50.57,75,30,0.7040000000000001
BLUE FLOCK CUSHION COVER ,20.0,8,3,2.9166666666666665
BLUE FLOCK GLASS CANDLEHOLDER,259.96,644,10,0.634
BLUE FLOWER DES PURSE,43.66,44,6,0.9700000000000001
BLUE FLY SWAT,156.63,179,66,0.9283333333333333
BLUE GEISHA GIRL ,146.07999999999998,44,25,3.4415999999999998
BLUE GIANT GARDEN THERMOMETER,2757.4700000000003,449,182,6.510491803278689
BLUE GINGHAM ROSE CUSHION COVER,11.9,2,1,5.95
BLUE GLASS CHUNKY CHARM BRACELET,80.55,9,6,8.95
BLUE GLASS GEMS IN BAG,553.8299999999999,588,57,1.37
BLUE GREEN EMBROIDERY COSMETIC BAG,97.13,35,22,3.2627272727272727
BLUE HANGING GINGHAM EASTER HEN,13.44,32,5,0.42000000000000004
BLUE HAPPY BIRTHDAY BUNTING,10491.75,1990,390,5.864717948717949
BLUE HARMONICA IN BOX ,10339.81,7876,603,1.4315409836065573
BLUE HEART COMPACT MIRROR,217.5,128,16,3.59375
BLUE HOLE PUNCH,16.25,13,7,1.25
BLUE JUICY FRUIT PHOTO FRAME,264.06,93,39,3.178205128205128
BLUE KNITTED EGG COSY,85.61,155,28,0.7000000000000001
BLUE KNITTED HEN ,257.21999999999997,220,50,1.0595999999999999
BLUE LEAVES AND BEADS PHONE CHARM,3.76,2,2,1.88
BLUE MONTE CARLO HANDBAG,46.8,24,1,1.95
BLUE MURANO TWIST BRACELET,164.12,39,15,4.201333333333333
BLUE MURANO TWIST NECKLACE,119.89,12,11,9.994545454545454
BLUE NETTING STORAGE HANGER,15.6,8,6,1.95
BLUE NEW BAROQUE CANDLESTICK CANDLE,536.41,449,35,2.384857142857143
BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,1,1,4.65
BLUE ORGANDY ROUND LAMPSHADE W BEA,10.2,12,4,0.85
BLUE OWL SOFT TOY,1536.88,512,115,3.312735042735043
BLUE PADDED SOFT MOBILE,4.25,1,1,4.25
BLUE PAINTED KASHMIRI CHAIR,149.85000000000002,3,1,49.95
BLUE PAISLEY JOURNAL ,656.06,250,79,2.8722784810126583
BLUE PAISLEY NOTEBOOK,92.39999999999999,56,23,1.6499999999999997
BLUE PAISLEY POCKET BOOK,271.16999999999996,306,62,0.9903225806451613
BLUE PAISLEY SKETCHBOOK,505.97,120,63,4.461746031746031
BLUE PAISLEY TISSUE BOX,321.40000000000003,670,91,0.5719780219780219
BLUE PAPER PARASOL ,946.83,321,60,3.506666666666667
BLUE PARTY BAGS ,2822.32,1480,118,2.182372881355932
BLUE PATCH PURSE PINK HEART,383.02,242,41,1.685609756097561
BLUE POLKADOT BEAKER ,1139.06,2838,90,0.5415555555555556
BLUE POLKADOT BOWL,3983.12,3120,322,1.5869753086419751
BLUE POLKADOT COFFEE MUG,869.6099999999999,2054,71,0.7973239436619718
BLUE POLKADOT CUP,3110.2599999999998,3570,325,1.113211009174312
BLUE POLKADOT EGG CUP ,550.43,1075,65,1.0604615384615383
BLUE POLKADOT GARDEN PARASOL,1668.49,200,89,9.208988764044944
BLUE POLKADOT KIDS BAG,688.3,286,74,3.4390666666666667
BLUE POLKADOT LUGGAGE TAG ,346.86,265,78,1.575897435897436
BLUE POLKADOT PASSPORT COVER,466.99,309,95,2.5613684210526313
BLUE POLKADOT PLATE ,3789.3199999999997,2282,196,2.0589847715736043
BLUE POLKADOT PUDDING BOWL,38.67,29,7,1.45875
BLUE POLKADOT PURSE ,141.15,44,33,3.397878787878788
BLUE POLKADOT WASHING UP GLOVES,920.45,407,148,2.41722972972973
BLUE POLKADOT WRAP,2809.34,6927,217,0.41695852534562206
BLUE POT PLANT CANDLE ,1060.9,299,68,5.06
BLUE PUDDING SPOON,151.19,1052,82,0.24349397590361446
BLUE REFECTORY CLOCK ,1777.46,173,82,11.226951219512195
BLUE RETRO KITCHEN WALL CLOCK,301.88,36,18,8.621111111111112
BLUE ROSE FABRIC MIRROR,709.7,597,90,1.4886666666666666
BLUE ROSE PATCH PURSE PINK BUTTERFL,52.8,32,8,1.65
BLUE ROUND COMPACT MIRROR,150.93,96,18,2.325
BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.5899999999997,256,124,9.261209677419354
BLUE SCANDINAVIAN PAISLEY WRAP,409.5,975,39,0.42
BLUE SCOTTIE DOG W FLOWER PATTERN,424.08,177,49,2.396734693877551
BLUE SHARK HELICOPTER,15.9,2,2,7.95
BLUE SPOT CERAMIC DRAWER KNOB,6083.99,4328,374,1.709493333333333
BLUE SQUARE COMPACT MIRROR,63.75,51,8,1.25
BLUE STONES ON WIRE FOR CANDLE,29.59,352,17,0.10294117647058823
BLUE STRIPE CERAMIC DRAWER KNOB,7091.15,5252,425,1.5951612903225805
BLUE STRIPES SHOULDER BAG,7.469999999999999,9,3,0.83
BLUE SWEETHEART BRACELET,211.43,50,26,4.22
BLUE TABLE RUN FLOWER,56.25,45,11,1.25
BLUE TEA TOWEL CLASSIC DESIGN,565.86,478,53,1.2656603773584905
BLUE TEATIME PRINT BOWL ,12.5,10,2,1.25
BLUE TILED TRAY,54.0,8,4,6.75
BLUE TRAVEL FIRST AID KIT,67.50999999999999,41,14,1.64
BLUE TV TRAY TABLE ,518.61,127,39,6.107435897435898
BLUE VICTORIAN FABRIC OVAL BOX,388.57,925,100,0.6903
BLUE VINTAGE SPOT BEAKER,4747.62,5048,222,1.03009009009009
BLUE WHITE PLASTIC RINGS LAMPSHADE,11.899999999999999,14,5,0.85
BLUE WIRE SPIRAL CANDLE HOLDER,82.57,12,6,7.411666666666666
BLUE/CREAM STRIPE CUSHION COVER ,771.15,623,99,1.2481
BLUE/GREEN SHELL NECKLACE W PENDANT,11.46,2,2,5.73
BLUE/NAT SHELL NECKLACE W PENDANT,5.95,1,1,5.95
BLUE/YELLOW CERAMIC CANDLE HOLDER,6.6,4,1,1.65
BLUE/YELLOW FLOWER DESIGN BIG MUG,16.77,31,12,0.65
BOHEMIAN COLLAGE STATIONERY SET,1080.82,635,211,2.004245283018868
BOOM BOX SPEAKER BOYS,1281.2,296,101,4.858349514563107
BOOM BOX SPEAKER GIRLS,1160.58,562,90,4.37054347826087
BOOZE & WOMEN GREETING CARD ,214.19,504,58,0.5127586206896552
BOTANICAL GARDENS WALL CLOCK ,5843.92,262,83,24.791807228915662
BOTANICAL LAVENDER BIRTHDAY CARD,225.59,504,80,0.518875
BOTANICAL LAVENDER GIFT WRAP ,199.5,475,19,0.42
BOTANICAL LILY GIFT WRAP,105.0,250,7,0.42
BOTANICAL LILY GREETING CARD,181.98,427,60,0.4485
BOTANICAL ROSE GIFT WRAP,304.5,725,28,0.42
BOTANICAL ROSE GREETING CARD,141.95,337,22,0.43863636363636366
BOTTLE BAG RETROSPOT ,2171.53,1330,207,2.423816425120773
BOUDOIR SQUARE TISSUE BOX,1001.5500000000001,1992,172,0.9610112359550562
BOX OF 24 COCKTAIL PARASOLS,4327.38,7903,583,0.6784745762711863
BOX OF 6 ASSORTED COLOUR TEASPOONS,2389.52,558,210,4.66047619047619
BOX OF 6 CHRISTMAS CAKE DECORATIONS,7356.18,1875,220,4.660950226244344
BOX OF 6 MINI 50'S CRACKERS,9219.53,3720,403,2.651167883211679
BOX OF 6 MINI VINTAGE CRACKERS,9162.41,3809,376,2.7416492146596863
BOX OF 9 PEBBLE CANDLES,986.23,485,103,2.4765384615384614
BOX OF VINTAGE ALPHABET BLOCKS,13931.31,1342,267,12.382434456928838
BOX OF VINTAGE JIGSAW BLOCKS ,5236.31,937,235,6.208851063829787
BOX/12 CHICK & EGG IN BASKET,223.10999999999999,123,41,1.9158536585365853
BOXED GLASS ASHTRAY,9.94,4,4,2.485
BOYS ALPHABET IRON ON PATCHES,546.04,1975,99,0.38494949494949493
BOYS PARTY BAG,150.54999999999998,47,11,3.1045454545454545
BOYS VINTAGE TIN SEASIDE BUCKET,3872.92,1425,244,3.385204918032787
BREAD BIN DINER STYLE IVORY,14329.539999999999,901,375,17.415146666666665
BREAD BIN DINER STYLE MINT,4967.929999999999,319,128,16.9328125
BREAD BIN DINER STYLE PINK,5208.45,323,128,18.21203125
BREAD BIN DINER STYLE RED ,10676.619999999999,665,278,17.699460431654675
"BREAD BIN, DINER STYLE, IVORY",59.8,4,1,14.95
"BREAD BIN, DINER STYLE, MINT",59.8,4,1,14.95
BRIGHT BLUES RIBBONS ,699.91,549,109,1.3167567567567566
BROCADE RING PURSE ,6025.95,23020,239,0.363402489626556
BROCANTE COAT RACK,2025.96,220,60,12.059666666666665
BROCANTE SHELF WITH HOOKS,1781.82,162,76,11.533157894736842
BROWN  PIRATE TREASURE CHEST ,993.5,414,146,3.196938775510204
BROWN CHECK CAT DOORSTOP ,1421.11,290,138,5.448623188405797
BROWN KUKUI COCONUT SEED NECKLACE,91.7,77,11,2.3363636363636364
BROWN VINTAGE VICTORIAN EARRINGS,5.8,2,2,2.9
BUBBLEGUM RING ASSORTED,4997.28,12050,245,0.47804878048780486
BUFFALO BILL TREASURE BOOK BOX,4079.28,1922,175,2.730571428571429
BUFFALO BILL WALL ART ,852.72,248,16,3.6925
BULL DOG BOTTLE OPENER,4764.5,874,264,6.4533082706766915
BULL DOG BOTTLE TOP WALL CLOCK,1733.57,201,82,9.421463414634145
BUNDLE OF 3 ALPHABET EXERCISE BOOKS,6114.24,3516,345,1.7743304843304841
BUNDLE OF 3 RETRO EXERCISE BOOKS,98.99999999999999,60,5,1.65
BUNDLE OF 3 RETRO NOTE BOOKS,3529.8899999999994,2141,276,1.8762411347517731
BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2761.8999999999996,1702,202,1.7966009852216749
BUNNY DECORATION MAGIC GARDEN,591.4399999999999,668,113,1.0199137931034483
BUNNY EGG BOX,228.75,183,26,1.25
BUNNY EGG GARLAND,269.17,528,78,0.6543037974683544
BUNNY WOODEN PAINTED WITH BIRD ,777.78,1000,147,0.9306802721088435
BUNNY WOODEN PAINTED WITH FLOWER ,432.46,568,101,0.9327184466019417
"BUNTING , SPOTTY ",634.7,146,7,4.721428571428572
BUTTERFLIES STICKERS,568.26,628,110,1.1387272727272726
BUTTERFLY CROCHET FOOD COVER,572.23,148,66,4.010606060606061
BUTTERFLY CUSHION COVER,30.0,8,2,3.75
BUTTERFLY HAIR BAND,95.41999999999999,38,21,2.4961904761904763
BUTTON BOX ,3378.5,1876,250,1.9483399209486165
BUTTONS AND STRIPES NOTEBOOK ,48.75,13,7,3.75
Bank Charges,165.001,12,11,13.750083333333334
CABIN BAG VINTAGE PAISLEY,2010.12,99,34,22.510882352941177
CABIN BAG VINTAGE RETROSPOT,4674.62,247,68,22.484117647058824
CACTI T-LIGHT CANDLES,2278.9,5321,143,0.9854545454545454
CAKE PLATE LOVEBIRD PINK,1821.6100000000001,441,78,5.30493670886076
CAKE PLATE LOVEBIRD WHITE,3880.2,1057,222,5.441216216216216
CAKE SHOP  STICKER SHEET,48.449999999999996,57,8,0.85
CAKE STAND 3 TIER MAGIC GARDEN,3624.5999999999995,308,88,12.525
CAKE STAND LACE WHITE,4.25,1,1,4.25
CAKE STAND LOVEBIRD 2 TIER PINK,1104.54,131,51,10.617450980392157
CAKE STAND LOVEBIRD 2 TIER WHITE,1849.25,231,86,10.015581395348836
CAKE STAND VICTORIAN FILIGREE LARGE,471.86,56,35,8.427142857142856
CAKE STAND VICTORIAN FILIGREE MED,1916.01,322,129,5.957364341085271
CAKE STAND VICTORIAN FILIGREE SMALL,1420.58,372,122,4.323770491803279
CAKE STAND WHITE TWO TIER LACE,2471.39,343,101,8.513465346534653
CAKES AND BOWS GIFT  TAPE,413.76,1166,93,0.761505376344086
CAKES AND RABBITS DESIGN FLANNEL ,134.48999999999998,119,50,1.2856
"CAKESTAND, 3 TIER, LOVEHEART",19.9,2,1,9.95
CALENDAR FAMILY FAVOURITES,550.6,193,59,3.033728813559322
CALENDAR IN SEASON DESIGN,1502.2900000000002,581,110,2.78990990990991
CALENDAR PAPER CUT DESIGN,5467.26,1834,271,3.353065693430657
CAMOUFLAGE DESIGN TEDDY,3448.05,1631,36,2.4124999999999996
CAMOUFLAGE DOG COLLAR,12.72,1,1,12.72
CAMOUFLAGE EAR MUFF HEADPHONES,368.08,53,27,7.535185185185185
CAMOUFLAGE LED TORCH,4594.43,2726,168,2.109345238095238
CAMPHOR WOOD PORTOBELLO MUSHROOM,246.82999999999998,178,50,1.8538
CANDLE HOLDER SILVER MADELINE,325.15999999999997,196,20,1.886
CANDLE PLATE LACE WHITE,416.59999999999997,193,56,2.6326785714285714
CANDLEHOLDER PINK HANGING HEART,6438.79,2251,398,3.1557178217821784
CANDY HEART HANGING DECORATION,690.52,1318,62,0.7807936507936507
CANDY SHOP  STICKER SHEET,179.45999999999998,195,33,1.102857142857143
CANDY SPOT BUNNY,38.35,13,5,2.95
CANDY SPOT CUSHION COVER,1129.99,339,125,3.48024
CANDY SPOT EGG WARMER HARE,475.18,708,88,0.8860674157303371
CANDY SPOT EGG WARMER RABBIT,242.13,640,90,0.6907777777777777
CANDY SPOT HAND BAG,534.83,259,51,2.3871153846153845
CANDY SPOT HEART DECORATION,122.08,146,50,0.8331999999999999
CANDY SPOT TEA COSY,40.05,27,2,2.3
CANNABIS LEAF BEAD CURTAIN,30.599999999999998,36,2,0.85
CANNISTER VINTAGE LEAF DESIGN,23.4,12,2,1.95
CAPIZ CHANDELIER,29.95,1,1,29.95
CARAVAN SQUARE TISSUE BOX,800.59,1440,153,0.9591139240506329
CARD BILLBOARD FONT,2256.56,5290,443,0.5251015801354402
CARD BIRTHDAY COWBOY,1415.73,3487,225,0.5433333333333333
CARD CAT AND TREE ,717.23,1633,168,0.5764285714285714
CARD CHRISTMAS VILLAGE,1550.4,3633,244,0.46090163934426226
CARD CIRCUS PARADE,1360.91,3201,288,0.5248611111111111
CARD DOG AND BALL ,535.78,1229,131,0.5551908396946565
CARD DOLLY GIRL ,1822.2,4435,312,0.5486261980830671
CARD GINGHAM ROSE ,1096.09,2693,163,0.47944785276073615
CARD HOLDER GINGHAM HEART,2141.32,684,175,3.5053977272727277
CARD HOLDER LOVE BIRD LARGE ,1460.5,232,84,6.810714285714286
CARD HOLDER LOVE BIRD SMALL,1355.24,332,72,4.643611111111111
CARD I LOVE LONDON ,1437.36,3441,217,0.5413761467889908
CARD MOTORBIKE SANTA,1691.76,3987,266,0.4599253731343283
CARD PARTY GAMES ,888.47,2129,235,0.4929361702127659
CARD PSYCHEDELIC APPLES,1118.84,2628,268,0.4901492537313432
CARD SUKI BIRTHDAY,1114.81,2639,290,0.48220689655172416
CARD WEDDING DAY,645.64,1543,130,0.5171538461538462
CARDHOLDER GINGHAM CHRISTMAS TREE,1509.41,413,86,4.486511627906976
CARDHOLDER GINGHAM STAR,1212.82,379,79,3.6482716049382713
CARDHOLDER HOLLY WREATH METAL,3021.12,658,135,5.085037037037037
CARNIVAL BRACELET,558.03,44,26,12.656538461538462
CAROUSEL DESIGN WASHBAG,199.84,108,50,1.9125999999999999
CAROUSEL PONIES BABY BIB,14.37,33,12,0.5853846153846154
CARRIAGE,7051.0,142,141,49.87943262411348
CARROT CHARLIE+LOLA COASTER SET,773.3,471,126,2.3733858267716537
CARTOON  PENCIL SHARPENERS,283.31,3821,64,0.26984375
CAST IRON HOOK GARDEN FORK,1421.83,523,23,3.5356521739130433
CAST IRON HOOK GARDEN TROWEL,1018.19,386,25,3.5335999999999994
CAT AND BIRD WALL ART,323.64,270,4,2.005
CAT BOWL VINTAGE CREAM,1655.96,472,116,3.6286206896551727
CAT WITH SUNGLASSES BLANK CARD,0.95,5,1,0.19
CD WALL TIDY BLUE OFFICE,40.379999999999995,103,8,0.71375
CD WALL TIDY RED FLOWERS,61.05,163,8,0.55125
CERAMIC BIRDHOUSE CRESTED TIT SMALL,253.53000000000003,79,22,3.7117391304347827
CERAMIC BOWL WITH LOVE HEART DESIGN,677.86,583,73,1.6003846153846153
CERAMIC BOWL WITH STRAWBERRY DESIGN,1367.45,583,120,3.6615447154471545
CERAMIC CAKE BOWL + HANGING CAKES,2117.54,714,134,3.6647058823529415
CERAMIC CAKE DESIGN SPOTTED MUG,2206.63,1451,187,1.7963157894736843
CERAMIC CAKE DESIGN SPOTTED PLATE,1313.28,820,115,2.1011304347826085
CERAMIC CAKE STAND + HANGING CAKES,5117.29,563,154,9.906493506493506
CERAMIC CHERRY CAKE MONEY BANK,2986.97,2214,276,2.1284420289855075
CERAMIC HEART FAIRY CAKE MONEY BANK,4709.74,2354,351,2.2715211267605633
CERAMIC LOVE HEART MONEY BANK,466.18,732,45,1.405111111111111
CERAMIC PIRATE CHEST MONEY BANK,1320.6999999999998,851,143,1.9219580419580418
CERAMIC PLATE STRAWBERRY DESIGN,667.92,584,61,1.41327868852459
CERAMIC STRAWBERRY CAKE MONEY BANK,5684.17,4160,390,2.054529262086514
CERAMIC STRAWBERRY DESIGN MUG,2081.54,1780,173,1.6124293785310733
CERAMIC STRAWBERRY MONEY BOX,2515.52,977,114,3.316695652173913
CERAMIC STRAWBERRY TRINKET TRAY,350.46999999999997,137,69,2.590869565217391
CHALKBOARD KITCHEN ORGANISER,366.73,11,8,37.61
CHAMBRE HOOK,184.67999999999998,132,25,1.7564
CHAMPAGNE TRAY BLANK CARD,1.52,8,2,0.19
CHARLIE & LOLA WASTEPAPER BIN BLUE,852.04,667,86,1.5657954545454544
CHARLIE & LOLA WASTEPAPER BIN FLORA,1323.37,996,118,1.8833613445378152
CHARLIE + LOLA BISCUITS TINS,1653.97,553,118,5.551864406779661
CHARLIE + LOLA RED HOT WATER BOTTLE,2421.59,936,255,3.1212451361867704
CHARLIE AND LOLA CHARLOTTE BAG,162.20999999999998,65,27,3.4099999999999997
CHARLIE AND LOLA FIGURES TINS,3587.19,1523,214,4.046558139534883
CHARLIE AND LOLA TABLE TINS,1230.78,538,84,4.0373809523809525
CHARLIE LOLA BLUE HOT WATER BOTTLE ,1452.3500000000001,304,143,4.687123287671233
CHARLIE+LOLA MY ROOM DOOR SIGN,249.48999999999998,403,84,0.8260465116279069
CHARLIE+LOLA PINK HOT WATER BOTTLE,3384.98,1003,313,3.4974203821656054
CHARLIE+LOLA RED HOT WATER BOTTLE ,1976.54,431,165,4.596385542168675
"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",428.0,683,105,1.2516981132075473
CHARLOTTE BAG ALPHABET  DESIGN,320.5,400,22,0.838181818181818
CHARLOTTE BAG APPLES DESIGN,7741.94,7976,583,1.1219453924914675
CHARLOTTE BAG DOLLY GIRL DESIGN,4214.95,5194,415,0.9770883054892601
CHARLOTTE BAG PINK POLKADOT,11417.74,9716,742,1.252092715231788
CHARLOTTE BAG SUKI DESIGN,29254.149999999998,18124,882,1.2166067415730337
CHARLOTTE BAG VINTAGE ALPHABET ,5405.88,5457,445,1.164375
CHERRY BLOSSOM  DECORATIVE FLASK,1565.71,377,126,4.856771653543307
CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,6,3.9499999999999997
CHERRY BLOSSOM DECORATIVE FLASK,774.7,192,69,4.5343478260869565
CHERRY BLOSSOM LUGGAGE TAG,95.17999999999999,73,33,1.4815151515151515
CHERRY BLOSSOM PASSPORT COVER,243.53,194,71,1.8074647887323942
CHERRY BLOSSOM PURSE,49.69,20,16,2.490625
CHERRY BLOSSOM TABLE CLOCK ,29.599999999999998,8,4,3.6999999999999997
CHERRY CROCHET FOOD COVER,1004.39,264,104,3.990096153846154
CHERUB HEART DECORATION GOLD,649.02,738,71,1.0394366197183098
CHERUB HEART DECORATION SILVER ,1176.1699999999998,1355,88,1.0939772727272727
CHEST 7 DRAWER MA CAMPAGNE,895.38,36,26,25.533846153846152
CHEST NATURAL WOOD 20 DRAWERS,2745.0,24,13,118.07692307692308
CHEST OF DRAWERS GINGHAM HEART ,2851.3599999999997,163,91,18.919890109890108
CHICK GREY HOT WATER BOTTLE,8495.42,1871,402,5.187780487804877
CHILDREN'S APRON DOLLY GIRL ,4326.43,2069,313,2.442825396825397
CHILDREN'S CIRCUS PARADE MUG,2136.0099999999998,1255,144,2.033379310344827
CHILDREN'S SPACEBOY MUG,3028.0399999999995,1771,227,1.9899561403508772
CHILDRENS APRON APPLES DESIGN,5150.92,2414,365,2.5617983651226157
CHILDRENS APRON SPACEBOY DESIGN,7508.58,3749,550,2.4254611211573236
CHILDRENS CUTLERY CIRCUS PARADE,4097.22,1014,158,4.346962025316456
CHILDRENS CUTLERY DOLLY GIRL ,6753.71,1667,291,4.270341296928327
CHILDRENS CUTLERY POLKADOT BLUE,12366.97,2847,289,5.268088737201365
CHILDRENS CUTLERY POLKADOT GREEN ,7701.71,1829,246,5.505934959349593
CHILDRENS CUTLERY POLKADOT PINK,16865.97,3951,423,5.1186915887850475
CHILDRENS CUTLERY RETROSPOT RED ,12604.23,2907,317,5.2348916408668735
CHILDRENS CUTLERY SPACEBOY ,8517.67,2077,360,4.469945054945056
CHILDRENS DOLLY GIRL MUG,2729.6899999999996,1598,204,2.044390243902439
CHILDRENS GARDEN GLOVES BLUE,883.1999999999999,642,81,1.616829268292683
CHILDRENS GARDEN GLOVES PINK,648.97,489,74,1.7722972972972975
CHILDRENS SPACEBOY MUG,39.599999999999994,24,2,1.65
